Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Quesnel Cone Group,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"1646 m, 5400 ft",52.5°N,121.17°W,,,,
Quetena,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5730 m, 18799 ft",22.25°S,67.42°W,,,,
"Queva, Nevado",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Argentina,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6134 m, 20125 ft",24.309°S,66.732°W,,,,
Quezon,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,"652 m, 2139 ft",6.58°N,124.62°E,,,,
Quinchilca,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Chile,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"1632 m, 5354 ft",39.68°S,72.008°W,,,,
"Quindio, Nevado del",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"4756 m, 15604 ft",4.701°N,75.386°W,,,,
Rabida,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"338 m, 1109 ft",0.413°S,90.708°W,,,,
Radicofani,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic remnant,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"Unknown,  ",42.87°N,11.77°E,,,,
"Rahah-'Uwayrid, Harrat ar",https://volcano.si.edu/gallery/photos/GVP-10463.jpg,Volcanic field,Saudi Arabia,Volcanic Region,Middle East (southern),pleistocene,Pleistocene,"1700 m, 5577 ft",27.408°N,37.279°E,,,,
Raiden,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1212 m, 3976 ft",42.901°N,140.473°E,,,,
Rainbow Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2323 m, 7621 ft",41.474°N,121.956°W,,,,
Raja,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1643 m, 5390 ft",4.83°S,104.08°E,,,,
Raja-Sabanda,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"2527 m, 8291 ft",2.228°S,101.43°E,,,,
Rakahore,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Kermadec Islands,pleistocene,Pleistocene,"-640 m, -2100 ft",26.81°S,177.4°W,,,,
Ramu-Labumbu,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1086 m, 3563 ft",8.416°S,118.207°E,,,,
Rapuhia,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-650 m, -2133 ft",34.776°S,178.505°E,,,,
Rarotonga,https://volcano.si.edu/includes/images/noimage.jpg,Shield,New Zealand,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,"639 m, 2096 ft",21.23°S,159.75°W,,,,
Raton-Clayton,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"3350 m, 10991 ft",36.42°N,104.08°W,,,,
Razlaty,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"Unknown,  ",54.02°N,159.38°E,,,,
Red Lake Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2036 m, 6680 ft",40.571°N,121.594°W,,,,
Red Top Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2118 m, 6949 ft",43.51°N,122.03°W,,,,
"Redondo, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"768 m, 2520 ft",14.27°N,89.62°W,,,,
"Reforma, La",https://volcano.si.edu/gallery/photos/GVP-07493.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1300 m, 4265 ft",27.508°N,112.392°W,,,,
Rekkame Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater(s),Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"1500 m, 4921 ft",33.17°N,3.33°W,,,,
Rendova,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Solomon Islands,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,"1050 m, 3445 ft",8.47°S,157.33°E,2920,2920,11513,363602
Reporoa,https://volcano.si.edu/gallery/photos/GVP-09380.jpg,Caldera,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"592 m, 1942 ft",38.42°S,176.33°E,,,,
Ringgit,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1250 m, 4101 ft",7.72°S,113.85°E,0,0,394,64924
Rio Murta,https://volcano.si.edu/gallery/photos/GVP-11750.jpg,Pyroclastic cone(s),Chile,Volcanic Region,Southern Chile and Argentina,pleistocene,Pleistocene,"681 m, 2234 ft",46.17°S,72.708°W,,,,
"Rio Negro, Cerro de",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5067 m, 16624 ft",23.398°S,67.582°W,,,,
"Rittmann, Mount",https://volcano.si.edu/includes/images/noimage.jpg,Shield,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"2600 m, 8530 ft",73.45°S,165.5°E,0,0,0,0
Robinson Crusoe,https://volcano.si.edu/gallery/photos/GVP-10959.jpg,Shield(s),Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"922 m, 3025 ft",33.658°S,78.85°W,,,,
Roca Redonda,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"67 m, 220 ft",0.27°N,91.63°W,,,,
Roccamonfina,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"1066 m, 3497 ft",41.3°N,13.93°E,,,,
Rochaculla-Inca Camacha,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5300 m, 17388 ft",18.8°S,68.3°W,,,,
Rodderberg,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Germany,Volcanic Region,Western Europe,pleistocene,Pleistocene,"150 m, 492 ft",50.62°N,7.2°E,,,,
Rodriguez Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Mauritius,Volcanic Region,Indian Ocean (western),pleistocene,Pleistocene,"396 m, 1299 ft",19.7°S,63.42°E,0,2,20,6266
Romanovka,https://volcano.si.edu/gallery/photos/GVP-12622.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1442 m, 4731 ft",55.65°N,158.8°E,,,,
Rose Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,Samoan and Wallis Islands,pleistocene,Pleistocene,"3 m, 10 ft",14.545°S,168.156°W,,,,
Rotorua,https://volcano.si.edu/gallery/photos/GVP-00357.jpg,Caldera,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"757 m, 2484 ft",38.08°S,176.27°E,1377,1724,2859,5368
Rucharu [Golets-Tornyi Group],https://volcano.si.edu/gallery/photos/GVP-11307.jpg,Pyroclastic cone(s),Japan,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,"442 m, 1450 ft",45.25°N,148.3°E,,,,
Rumble I,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-1100 m, -3609 ft",35.5°S,178.875°E,,,,
Rumble II East,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-1150 m, -3773 ft",35.418°S,178.652°E,,,,
Ruminahui,https://volcano.si.edu/gallery/photos/GVP-04457.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4712 m, 15459 ft",0.578°S,78.504°W,,,,
Runcing,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1789 m, 5869 ft",1.755°S,101.627°E,,,,
Rungapapa Knoll,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"Unknown,  ",37.547°S,176.98°E,,,,
Rurutu,https://volcano.si.edu/includes/images/noimage.jpg,Shield,France,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,"394 m, 1293 ft",22.45°S,151.35°W,,,,
Ryohaku Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1786 m, 5860 ft",36.046°N,136.8°E,43112,43112,99770,1978131
SW Usangu Basin,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"2179 m, 7149 ft",8.75°S,33.8°E,,,,
Sabatini Complex,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"612 m, 2008 ft",42.17°N,12.22°E,,,,
Sabinyo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Uganda,Volcanic Region,Africa (central),pleistocene,Pleistocene,"3605 m, 11827 ft",1.388°S,29.592°E,,,,
"Saboke, Doro",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1000 m, 3281 ft",8.68°S,119.12°E,,,,
Saddle Butte,https://volcano.si.edu/gallery/photos/GVP-10297.jpg,Volcanic field,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1700 m, 5577 ft",43°N,117.8°W,,,,
Sadiman,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"2865 m, 9400 ft",3.18°S,35.42°E,,,,
Sagoatoa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4153 m, 13625 ft",1.151°S,78.666°W,,,,
"Sajama, Nevado del",https://volcano.si.edu/gallery/photos/GVP-11224.jpg,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6542 m, 21463 ft",18.1°S,68.88°W,,,,
Salas y Gomez,https://volcano.si.edu/includes/images/noimage.jpg,Shield?,Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"15 m, 49 ft",26.47°S,105.47°W,,,,
Salina,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"962 m, 3156 ft",38.58°N,14.85°E,,,,
Samakkenupuri,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1063 m, 3488 ft",43.681°N,144.736°E,,,,
"San Agustin, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"4980 m, 16339 ft",21.25°S,67.75°W,,,,
San Augustín-Isnos,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"1900 m, 6234 ft",1.92°N,76.23°W,,,,
San Carlos,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Arizona),pleistocene,Pleistocene,"1000 m, 3281 ft",33.25°N,110.25°W,,,,
San Diego,https://volcano.si.edu/includes/images/noimage.jpg,Maar,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"1163 m, 3816 ft",5.65°N,74.961°W,0,0,0,0
San Felix,https://volcano.si.edu/gallery/photos/GVP-08522.jpg,Shield,Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"159 m, 522 ft",26.294°S,80.112°W,,,,
San Francisco,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6032 m, 19790 ft",26.919°S,68.263°W,,,,
San Ignacio Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-10216.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1500 m, 4921 ft",27.633°N,113.05°W,,,,
"San Jacinto, Cerro",https://volcano.si.edu/gallery/photos/GVP-08464.jpg,Stratovolcano,Nicaragua,Volcanic Region,Nicaragua,pleistocene,Pleistocene,"300 m, 984 ft",12.37°N,86.02°W,,,,
San Juan,https://volcano.si.edu/gallery/photos/GVP-07984.jpg,Stratovolcano(es),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2240 m, 7349 ft",21.47°N,104.97°W,,,,
San Juan,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Dominican Republic,Volcanic Region,West Indies,pleistocene,Pleistocene,"Unknown,  ",18.87°N,71.33°W,,,,
San Martin Pajapan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1250 m, 4101 ft",18.303°N,94.73°W,,,,
"San Miguel, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"414 m, 1358 ft",10.022°N,84.708°W,,,,
San Pedro,https://volcano.si.edu/gallery/photos/GVP-07985.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2000 m, 6562 ft",21.17°N,104.73°W,,,,
San Pedro,https://volcano.si.edu/gallery/photos/GVP-07859.jpg,Stratovolcano,Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"3020 m, 9908 ft",14.656°N,91.267°W,0,156,2349,150795
San Pedro-San Pablo,https://volcano.si.edu/gallery/photos/GVP-06879.jpg,Stratovolcano(es),Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6142 m, 20151 ft",21.888°S,68.391°W,20736,20736,33847,72402
San Quintin Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-03622.jpg,Pyroclastic cone(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"260 m, 853 ft",30.467°N,116.012°W,,,,
San Sebastian Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1780 m, 5840 ft",20.83°N,104.82°W,,,,
San Venanzo,https://volcano.si.edu/includes/images/noimage.jpg,Maar,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"466 m, 1529 ft",42.85°N,12.28°E,0,0,0,1880
Sanford,https://volcano.si.edu/gallery/photos/GVP-05204.jpg,Shield,United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,"4959 m, 16270 ft",62.213°N,144.13°W,,,,
Sangay,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"Unknown,  ",13.52°N,123.53°E,,,,
Sangenges,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1824 m, 5984 ft",8.58°S,117.122°E,,,,
Sanggabuana,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1291 m, 4236 ft",6.58°S,107.22°E,86059,86059,106846,196479
Santa Clara,https://volcano.si.edu/gallery/photos/GVP-04576.jpg,Volcanic field,United States,Volcanic Region,USA (Utah),pleistocene,Pleistocene,"1465 m, 4806 ft",37.257°N,113.625°W,,,,
Santa Cruz,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3945 m, 12943 ft",0.648°S,78.631°W,,,,
Santa Fe,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"200 m, 656 ft",0.806°S,90.07°W,,,,
Santa Maria del Oro,https://volcano.si.edu/gallery/photos/GVP-09999.jpg,Maar,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1120 m, 3675 ft",21.371°N,104.571°W,,,,
Santa Rosa,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"4584 m, 15039 ft",4.8°N,75.458°W,,,,
Santo Antao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Cape Verde,Volcanic Region,Cape Verde Islands,pleistocene,Pleistocene,"1979 m, 6493 ft",17.07°N,25.17°W,,,,
Santo Domingo Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-07970.jpg,Maar(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1550 m, 5085 ft",22.83°N,100.08°W,2272,227058,1122253,7115052
Santo Tomas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"2260 m, 7415 ft",16.33°N,120.55°E,,,,
Santo Tomas,https://volcano.si.edu/gallery/photos/GVP-07841.jpg,Stratovolcano(es),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"3542 m, 11621 ft",14.71°N,91.479°W,,,,
Sao Nicolau,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Cape Verde,Volcanic Region,Cape Verde Islands,pleistocene,Pleistocene,"1270 m, 4167 ft",16.62°N,24.35°W,1251,12665,190926,190926
Sao Tome,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Sao Tome and Principe,Volcanic Region,Africa (western),pleistocene,Pleistocene,"2024 m, 6640 ft",0.2°N,6.58°E,51018,63609,81522,123573
Sao Vicente,https://volcano.si.edu/gallery/photos/GVP-12553.jpg,Stratovolcano,Cape Verde,Volcanic Region,Cape Verde Islands,pleistocene,Pleistocene,"725 m, 2379 ft",16.85°N,24.97°W,,,,
Sapporo,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1294 m, 4245 ft",42.898°N,141.204°E,15,15,15,2113
Satah Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"1923 m, 6309 ft",52.417°N,124.617°W,,,,
Satsuma Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Japan,Volcanic Region,Ryukyu Islands and Kyushu,pleistocene,Pleistocene,"218 m, 715 ft",31.799°N,130.411°E,,,,
Savan,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"901 m, 2956 ft",52.21°N,157.28°E,,,,
Savonovski River Cluster,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),United States,Volcanic Region,Alaska Peninsula,pleistocene,Pleistocene,"1298 m, 4259 ft",58.55°N,154.5°W,,,,
Sawal,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1764 m, 5787 ft",7.18°S,108.27°E,0,0,441,3953
Schmidt,https://volcano.si.edu/gallery/photos/GVP-10686.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"2020 m, 6627 ft",54.92°N,160.63°E,,,,
Scott Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1864 m, 6115 ft",44.241°N,121.915°W,0,0,0,0
Seal Nunataks Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-06213.jpg,Pyroclastic cone(s),Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"368 m, 1207 ft",65.03°S,60.05°W,0,0,0,0
Seamount JF6,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"-642 m, -2106 ft",33.427°S,76.87°W,,,,
Sedakeling,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1676 m, 5499 ft",7.12°S,108.03°E,,,,
Sekita,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1289 m, 4229 ft",36.974°N,138.386°E,,,,
Selawik Hills,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,Volcanic Region,Alaska (western),pleistocene,Pleistocene,"365 m, 1198 ft",66.033°N,160.067°W,,,,
Sellandafjall,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,Volcanic Region,Iceland (northeastern),pleistocene,Pleistocene,"988 m, 3241 ft",65.42°N,17.03°W,,,,
Selokaki,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1083 m, 3553 ft",7.83°S,112.35°E,,,,
"Sembuang, Gunung",https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"Unknown,  ",4.62°N,97.42°E,,,,
Sendai,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,Volcanic Region,Ryukyu Islands and Kyushu,pleistocene,Pleistocene,"677 m, 2221 ft",31.731°N,130.451°E,,,,
Sengoku,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"661 m, 2169 ft",34.186°N,131.76°E,,,,
