Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Barren Island,https://volcano.si.edu/gallery/photos/GVP-01706.jpg,Stratovolcano,India,Indonesia,Andaman Islands,holocene,2022 CE,"354 m, 1161 ft",12.278°N,93.858°E,645,645,645,5035
"Barrier, The",https://volcano.si.edu/gallery/photos/GVP-10042.jpg,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,1921 CE,"1032 m, 3386 ft",2.32°N,36.57°E,17,112,4180,109675
Baru,https://volcano.si.edu/gallery/photos/GVP-08375.jpg,Stratovolcano,Panama,México and Central America,Panama,holocene,1550 CE,"3474 m, 11398 ft",8.808°N,82.543°W,118,6983,79933,756597
Barva,https://volcano.si.edu/gallery/photos/GVP-04286.jpg,Complex,Costa Rica,México and Central America,Costa Rica,holocene,6050 BCE,"2906 m, 9534 ft",10.135°N,84.1°W,177,8018,2004665,3399329
Batur,https://volcano.si.edu/gallery/photos/GVP-01169.jpg,Caldera,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2000 CE,"1717 m, 5633 ft",8.242°S,115.375°E,466899,466899,937766,4289189
"Bayo Gorbea, Cerro",https://volcano.si.edu/gallery/photos/GVP-12353.jpg,Complex,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,"5413 m, 17759 ft",25.414°S,68.588°W,0,26,288,7824
Bayuda Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-10406.jpg,Pyroclastic cone(s),Sudan,Africa and Red Sea,Africa (northern),holocene,850 CE,"670 m, 2198 ft",18.33°N,32.75°E,1124,1124,2752,259325
Bazman,https://volcano.si.edu/gallery/photos/GVP-10407.jpg,Stratovolcano,Iran,Middle East and Indian Ocean,Middle East (eastern),holocene,Unknown - Unrest / Holocene,"3490 m, 11450 ft",28.07°N,60°E,8,64,7370,102151
Behm Canal-Rudyerd Bay,https://volcano.si.edu/gallery/photos/GVP-12492.jpg,Pyroclastic cone(s),United States,Alaska,Alaska (eastern),holocene,Unknown - Evidence Uncertain,"500 m, 1640 ft",55.32°N,131.05°W,0,0,6,15569
Belknap,https://volcano.si.edu/gallery/photos/GVP-03052.jpg,Shield(s),United States,Canada and Western USA,USA (Oregon),holocene,480 CE,"2095 m, 6873 ft",44.285°N,121.841°W,0,0,6518,362091
Berlin,https://volcano.si.edu/gallery/photos/GVP-06218.jpg,Shield(s),Antarctica,Antarctica,Antarctica and South Sandwich Islands,holocene,8350 BCE,"3478 m, 11411 ft",76.05°S,136°W,0,0,0,0
Beru,https://volcano.si.edu/gallery/photos/GVP-11169.jpg,Volcanic field,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"1100 m, 3609 ft",8.95°N,39.75°E,3850,20176,196084,3809644
Berutarubesan [Berutarube],https://volcano.si.edu/gallery/photos/GVP-10810.jpg,Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,Unknown - Evidence Credible,"1221 m, 4006 ft",44.462°N,146.932°E,0,113,240,9155
Bezymianny,https://volcano.si.edu/gallery/photos/GVP-02445.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,2022 CE,"2882 m, 9455 ft",55.972°N,160.595°E,0,0,47,11728
Bibinoi,https://volcano.si.edu/gallery/photos/GVP-11701.jpg,Stratovolcano(es),Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,"932 m, 3058 ft",0.761°S,127.725°E,53,4276,15604,83771
Bilate River Field,https://volcano.si.edu/gallery/photos/GVP-11545.jpg,Maar(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Unrest / Holocene,"1700 m, 5577 ft",7.07°N,38.1°E,359001,359001,1222547,9860754
Biliran,https://volcano.si.edu/gallery/photos/GVP-12299.jpg,Compound,Philippines,Philippines and SE Asia,Central Philippines,holocene,1939 CE,"1301 m, 4268 ft",11.523°N,124.535°E,4612,78799,254519,3177850
Billy Mitchell,https://volcano.si.edu/gallery/photos/GVP-00498.jpg,Pyroclastic shield,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1580 CE,"1544 m, 5066 ft",6.092°S,155.225°E,113,449,9620,119191
Bir Borhut,https://volcano.si.edu/gallery/photos/GVP-12587.jpg,Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Uncertain,"464 m, 1522 ft",15.515°N,50.935°E,517,517,2117,115648
"Birk, Harrat al",https://volcano.si.edu/gallery/photos/GVP-12257.jpg,Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,"587 m, 1926 ft",18.37°N,41.63°E,37855,37855,37855,596401
Bishoftu Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11166.jpg,Fissure vent(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"1850 m, 6070 ft",8.78°N,38.98°E,310101,310101,662037,7986826
Black Butte Crater Lava Field,https://volcano.si.edu/gallery/photos/GVP-10292.jpg,Shield,United States,Canada and Western USA,USA (Idaho),holocene,8400 BCE,"1478 m, 4849 ft",43.183°N,114.352°W,119,158,4440,171376
Black Peak,https://volcano.si.edu/gallery/photos/GVP-08556.jpg,Stratovolcano,United States,Alaska,Alaska Peninsula,holocene,1900 BCE,"1032 m, 3386 ft",56.552°N,158.785°W,0,0,0,478
Black Rock Desert,https://volcano.si.edu/gallery/photos/GVP-04592.jpg,Volcanic field,United States,Canada and Western USA,USA (Utah),holocene,1290 CE,"1800 m, 5906 ft",38.97°N,112.5°W,3292,3292,3679,54291
"Blanca, Laguna",https://volcano.si.edu/gallery/photos/GVP-12159.jpg,Volcanic field,Argentina,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"1700 m, 5577 ft",39.02°S,70.37°W,,,,
"Blancas, Lomas",https://volcano.si.edu/gallery/photos/GVP-11456.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"2268 m, 7441 ft",36.286°S,71.009°W,127,398,1980,355814
"Blanco, Cerro",https://volcano.si.edu/gallery/photos/GVP-10786.jpg,Caldera,Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,2300 BCE,"4670 m, 15322 ft",26.789°S,67.765°W,39,39,65,14279
Bliznetsy,https://volcano.si.edu/gallery/photos/GVP-11774.jpg,Lava cone,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1060 BCE,"265 m, 869 ft",57.35°N,161.37°E,0,4,155,3822
Blue Lake Crater,https://volcano.si.edu/gallery/photos/GVP-08180.jpg,Maar,United States,Canada and Western USA,USA (Oregon),holocene,680 CE,"1230 m, 4035 ft",44.411°N,121.774°W,19,308,6914,286219
Blup Blup,https://volcano.si.edu/gallery/photos/GVP-11108.jpg,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,Unknown - Evidence Credible,"402 m, 1319 ft",3.507°S,144.605°E,270,270,462,93315
Bobrof,https://volcano.si.edu/gallery/photos/GVP-08560.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,Unknown - Evidence Uncertain,"738 m, 2421 ft",51.91°N,177.438°W,0,0,0,0
Bogoslof,https://volcano.si.edu/gallery/photos/GVP-05383.jpg,Submarine,United States,Alaska,Aleutian Islands,holocene,2017 CE,"150 m, 492 ft",53.93°N,168.03°W,0,0,0,4216
Boisa,https://volcano.si.edu/gallery/photos/GVP-00437.jpg,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,Unknown - Evidence Uncertain,"240 m, 787 ft",3.994°S,144.963°E,139,1343,18874,177478
Bola,https://volcano.si.edu/gallery/photos/GVP-10765.jpg,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Credible,"1116 m, 3661 ft",5.141°S,150.038°E,73,387,8601,116418
Bolshoi Semiachik,https://volcano.si.edu/gallery/photos/GVP-10356.jpg,Stratovolcano(es),Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,4450 BCE,"1720 m, 5643 ft",54.32°N,160.02°E,0,0,554,7373
Bolshoi-Kekuknaysky,https://volcano.si.edu/gallery/photos/GVP-11776.jpg,Shield(s),Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,5310 BCE,"1401 m, 4596 ft",56.483°N,157.917°E,0,0,158,2779
Boomerang Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,France,Middle East and Indian Ocean,Indian Ocean (southern),holocene,1995 CE,"-650 m, -2133 ft",37.721°S,77.825°E,0,0,0,0
Bora Ale,https://volcano.si.edu/gallery/photos/GVP-09914.jpg,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"668 m, 2192 ft",13.725°N,40.6°E,0,0,11328,339803
Bora-Bericcio,https://volcano.si.edu/gallery/photos/GVP-00145.jpg,Pyroclastic cone(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"2267 m, 7438 ft",8.221°N,39.05°E,5822,44666,433373,8356559
Borawli,https://volcano.si.edu/gallery/photos/GVP-09902.jpg,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"784 m, 2572 ft",13.304°N,40.987°E,38,100,3699,111101
Boset-Bericha,https://volcano.si.edu/gallery/photos/GVP-11167.jpg,Stratovolcano(es),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"2447 m, 8028 ft",8.558°N,39.475°E,3267,19603,586318,7130451
Bouvet,https://volcano.si.edu/gallery/photos/GVP-11073.jpg,Shield,Norway,Atlantic Ocean,Atlantic Ocean (southern),holocene,50 BCE,"741 m, 2431 ft",54.408°S,3.351°E,0,0,0,0
Brava,https://volcano.si.edu/gallery/photos/GVP-12552.jpg,Stratovolcano,Cape Verde,Atlantic Ocean,Cape Verde Islands,holocene,Unknown - Evidence Credible,"900 m, 2953 ft",14.85°N,24.72°W,5631,6644,25852,43281
"Bravo, Cerro",https://volcano.si.edu/gallery/photos/GVP-10084.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,1720 CE,"3985 m, 13074 ft",5.091°N,75.293°W,1679,4916,538690,3929468
Brennisteinsfjoll,https://volcano.si.edu/gallery/photos/GVP-07588.jpg,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,1341 CE,"610 m, 2001 ft",63.933°N,21.783°W,33526,33526,163469,203012
Bridge River Cones,https://volcano.si.edu/gallery/photos/GVP-12648.jpg,Volcanic field,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Credible,"2500 m, 8202 ft",50.8°N,123.4°W,55,55,219,15871
Bridgeman Island,https://volcano.si.edu/gallery/photos/GVP-06188.jpg,Stratovolcano,Antarctica,Antarctica,Antarctica and South Sandwich Islands,holocene,Unknown - Evidence Uncertain,"240 m, 787 ft",62.063°S,56.713°W,0,0,0,0
Bristol Island,https://volcano.si.edu/gallery/photos/GVP-10998.jpg,Stratovolcano,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,holocene,2016 CE,"1100 m, 3609 ft",59.017°S,26.533°W,0,0,0,0
Brothers,https://volcano.si.edu/gallery/photos/GVP-11869.jpg,Submarine,New Zealand,New Zealand to Fiji,New Zealand,holocene,Unknown - Unrest / Holocene,"-1350 m, -4429 ft",34.875°S,179.075°E,0,0,0,0
Buckle Island,https://volcano.si.edu/gallery/photos/GVP-12669.jpg,Stratovolcano,Antarctica,Antarctica,Antarctica and South Sandwich Islands,holocene,1899 CE,"1239 m, 4065 ft",66.78°S,163.25°E,0,0,0,0
Bufumbira,https://volcano.si.edu/gallery/photos/GVP-11190.jpg,Pyroclastic cone(s),Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Uncertain,"2100 m, 6890 ft",1.304°S,29.683°E,436134,436134,830916,10342253
Buldir,https://volcano.si.edu/gallery/photos/GVP-09574.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,Unknown - Evidence Uncertain,"656 m, 2152 ft",52.35°N,175.911°E,0,0,0,0
Bulusan,https://volcano.si.edu/gallery/photos/GVP-01758.jpg,Stratovolcano(es),Philippines,Philippines and SE Asia,Luzon,holocene,2017 CE,"1535 m, 5036 ft",12.769°N,124.056°E,2789,74286,518705,3360418
Bunyaruguru,https://volcano.si.edu/gallery/photos/GVP-11494.jpg,Maar(s),Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,"1554 m, 5098 ft",0.2°S,30.08°E,177517,177517,338735,5955535
"Burney, Monte",https://volcano.si.edu/gallery/photos/GVP-11065.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,1910 CE,"1758 m, 5768 ft",52.33°S,73.4°W,0,0,0,3309
Butajiri-Silti Field,https://volcano.si.edu/gallery/photos/GVP-00146.jpg,Fissure vent(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,"2281 m, 7484 ft",8.05°N,38.35°E,431631,431631,889323,7096283
Buyan-Bratan,https://volcano.si.edu/gallery/photos/GVP-08993.jpg,Caldera,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Evidence Credible,"2244 m, 7362 ft",8.283°S,115.133°E,333333,333333,935879,4355947
Buzzard Creek,https://volcano.si.edu/gallery/photos/GVP-11116.jpg,Tuff ring(s),United States,Alaska,Alaska (eastern),holocene,1050 BCE,"830 m, 2723 ft",64.062°N,148.433°W,0,0,12,79489
Cabalían,https://volcano.si.edu/gallery/photos/GVP-12297.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,1820 CE,"912 m, 2992 ft",10.285°N,125.218°E,26511,88767,277950,2091362
Caburgua-Huelemolle,https://volcano.si.edu/gallery/photos/GVP-11253.jpg,Pyroclastic cone(s),Chile,South America,Central Chile and Argentina,holocene,5050 BCE,"1652 m, 5420 ft",39.25°S,71.75°W,5951,5951,17774,521553
Cagua,https://volcano.si.edu/gallery/photos/GVP-11942.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,1860 CE,"1133 m, 3717 ft",18.222°N,122.123°E,99,1137,34018,1480952
Caichinque,https://volcano.si.edu/gallery/photos/GVP-11129.jpg,Stratovolcano(es),Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,"4458 m, 14626 ft",23.949°S,67.74°W,0,8,148,6193
Calabozos,https://volcano.si.edu/gallery/photos/GVP-04842.jpg,Caldera,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,"3508 m, 11509 ft",35.558°S,70.496°W,550,550,1023,305637
Calatrava Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11854.jpg,Pyroclastic cone(s),Spain,Mediterranean and Western Asia,Western Europe,holocene,3600 BCE,"1117 m, 3665 ft",38.87°N,4.02°W,197199,197199,197199,774386
Calbuco,https://volcano.si.edu/gallery/photos/GVP-04923.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,2015 CE,"1974 m, 6476 ft",41.33°S,72.618°W,70,871,32265,575233
Callaqui,https://volcano.si.edu/gallery/photos/GVP-06946.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1980 CE,"3164 m, 10381 ft",37.92°S,71.45°W,56,294,4354,400426
Cameroon,https://volcano.si.edu/gallery/photos/GVP-08685.jpg,Stratovolcano,Cameroon,Africa and Red Sea,Africa (western),holocene,2000 CE,"4095 m, 13435 ft",4.203°N,9.17°E,328,26053,417460,3079036
Camiguin,https://volcano.si.edu/gallery/photos/GVP-11715.jpg,Stratovolcano(es),Philippines,Philippines and SE Asia,Mindanao,holocene,1953 CE,"1552 m, 5092 ft",9.203°N,124.673°E,12173,51587,92178,2871353
Camiguin de Babuyanes,https://volcano.si.edu/gallery/photos/GVP-12447.jpg,Stratovolcano,Philippines,Philippines and SE Asia,North of Luzon,holocene,1857 CE,"712 m, 2336 ft",18.83°N,121.86°E,876,1066,1369,409653
Campi Flegrei,https://volcano.si.edu/gallery/photos/GVP-01511.jpg,Caldera,Italy,Mediterranean and Western Asia,Italy,holocene,1538 CE,"458 m, 1503 ft",40.827°N,14.139°E,2234109,2234109,3006865,6019697
Campi Flegrei del Mar di Sicilia,https://volcano.si.edu/gallery/photos/GVP-00099.jpg,Submarine,Italy,Mediterranean and Western Asia,Italy,holocene,1867 CE,"-8 m, -26 ft",37.1°N,12.7°E,230578,230578,230578,633350
Candlemas Island,https://volcano.si.edu/gallery/photos/GVP-11092.jpg,Stratovolcano,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,holocene,1911 CE,"550 m, 1804 ft",57.08°S,26.67°W,0,0,0,0
Carlisle,https://volcano.si.edu/gallery/photos/GVP-09364.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,1828 CE,"1620 m, 5315 ft",52.894°N,170.054°W,0,0,0,30
Carran-Los Venados,https://volcano.si.edu/gallery/photos/GVP-04916.jpg,Pyroclastic cone(s),Chile,South America,Central Chile and Argentina,holocene,1979 CE,"1114 m, 3655 ft",40.35°S,72.07°W,4840,4840,9001,452820
Carrizozo,https://volcano.si.edu/gallery/photos/GVP-08188.jpg,Pyroclastic cone(s),United States,Canada and Western USA,USA (New Mexico),holocene,3250 BCE,"1731 m, 5679 ft",33.78°N,105.93°W,2,11,2596,89711
"Casiri, Nevados",https://volcano.si.edu/gallery/photos/GVP-12343.jpg,Stratovolcano(es),Peru,South America,Peru,holocene,Unknown - Evidence Credible,"5650 m, 18537 ft",17.47°S,69.813°W,233,922,15247,419038
Cay,https://volcano.si.edu/gallery/photos/GVP-06992.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,Unknown - Evidence Uncertain,"2090 m, 6857 ft",45.059°S,72.984°W,0,10,104,74787
Cayambe,https://volcano.si.edu/gallery/photos/GVP-04406.jpg,Compound,Ecuador,South America,Ecuador,holocene,1786 CE,"5790 m, 18996 ft",0.029°N,77.986°W,70,1148,109630,3154986
Cayley Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-12650.jpg,Volcanic field,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Credible,"2375 m, 7792 ft",50.12°N,123.28°W,,,,
Cayutue-La Vigueria,https://volcano.si.edu/gallery/photos/GVP-11059.jpg,Pyroclastic cone(s),Chile,South America,Southern Chile and Argentina,holocene,190 BCE,"506 m, 1660 ft",41.3°S,72.27°W,1737,1737,5482,451311
Ceboruco,https://volcano.si.edu/gallery/photos/GVP-03659.jpg,Stratovolcano,Mexico,México and Central America,Mexico,holocene,1875 CE,"2280 m, 7480 ft",21.125°N,104.508°W,616,30319,93057,1282014
"Cendres, Ile des",https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Vietnam,Philippines and SE Asia,Southeast Asia,holocene,1923 CE,"-20 m, -66 ft",10.158°N,109.014°E,0,0,0,8069
Central Bismarck Sea,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Papua New Guinea,Melanesia and Australia,Admiralty Islands,holocene,1972 CE,"-1300 m, -4265 ft",3.03°S,147.78°E,0,0,0,2529
Central Island,https://volcano.si.edu/gallery/photos/GVP-10043.jpg,Tuff cone(s),Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,"518 m, 1699 ft",3.496°N,36.04°E,28,28,10253,216485
Ch'uga-ryong,https://volcano.si.edu/includes/images/noimage.jpg,Shield,North Korea,Kamchatka and Mainland Asia,Korea,holocene,Unknown - Evidence Uncertain,"452 m, 1483 ft",38.33°N,127.33°E,1668,23030,262911,15245593
Chacana,https://volcano.si.edu/gallery/photos/GVP-04435.jpg,Caldera,Ecuador,South America,Ecuador,holocene,1773 CE,"4643 m, 15233 ft",0.375°S,78.25°W,81716,81716,348743,3292546
Chachadake [Tiatia],https://volcano.si.edu/gallery/photos/GVP-09156.jpg,Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,1981 CE,"1822 m, 5978 ft",44.353°N,146.252°E,3,223,896,16275
"Chachani, Nevado",https://volcano.si.edu/gallery/photos/GVP-04785.jpg,Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Uncertain,"6057 m, 19872 ft",16.191°S,71.53°W,97,1182,887176,1032411
Chachimbiro,https://volcano.si.edu/gallery/photos/GVP-12064.jpg,Stratovolcano,Ecuador,South America,Ecuador,holocene,3740 BCE,"4106 m, 13471 ft",0.468°N,78.287°W,125,5299,356162,3253458
Chagulak,https://volcano.si.edu/gallery/photos/GVP-09585.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,Unknown - Evidence Credible,"1142 m, 3747 ft",52.577°N,171.13°W,0,0,0,0
Chaine des Puys,https://volcano.si.edu/gallery/photos/GVP-08802.jpg,Lava dome(s),France,Mediterranean and Western Asia,Western Europe,holocene,4040 BCE,"1464 m, 4803 ft",45.775°N,2.97°E,323392,323392,427221,1577243
Chaiten,https://volcano.si.edu/gallery/photos/GVP-12045.jpg,Caldera,Chile,South America,Southern Chile and Argentina,holocene,2011 CE,"1122 m, 3681 ft",42.833°S,72.646°W,8968,8968,9280,75311
Changbaishan,https://volcano.si.edu/gallery/photos/GVP-06780.jpg,Stratovolcano,China,Kamchatka and Mainland Asia,China (eastern),holocene,1903 CE,"2744 m, 9003 ft",41.98°N,128.08°E,268,1833,29476,1660355
Cherpuk Group,https://volcano.si.edu/gallery/photos/GVP-10357.jpg,Pyroclastic cone(s),Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,4550 BCE,"1868 m, 6129 ft",55.55°N,157.47°E,0,0,32,3323
Chichinautzin,https://volcano.si.edu/gallery/photos/GVP-07465.jpg,Volcanic field,Mexico,México and Central America,Mexico,holocene,400 CE,"3930 m, 12894 ft",19.08°N,99.13°W,584725,584725,4061942,28030794
"Chichon, El",https://volcano.si.edu/gallery/photos/GVP-07792.jpg,Lava dome(s),Mexico,México and Central America,Mexico,holocene,1982 CE,"1150 m, 3773 ft",17.36°N,93.228°W,3759,11000,143015,3570632
